id,district_id,title,description,image_url,lng,lat,sort_order,created_at
44aaa40b-81df-40c7-93a0-796668f06c86,gdovsky,Гдовская крепость,"Древняя крепость XIV века, являющаяся символом района. Сохранившиеся стены и башни напоминают о богатой военной истории этих мест.",/images/gdov_fortress.jpg,27.820456,58.740088,0,2026-04-21 07:15:42.535868+00
73d351ab-fb8e-4f43-ad91-07a79f118b5a,gdovsky,Природные ландшафты и заповедные зоны,"Лесные массивы, озёрные берега и природные маршруты, привлекающие любителей экотуризма и спокойного отдыха.",/images/gdov_nature.jpg,,,3,2026-04-21 07:15:42.535868+00
b6b6432e-b573-4b45-acf6-aedf868e8595,gdovsky,Древние храмы Гдова,"Православные церкви с многовековой историей, старинной архитектурой и культурным наследием, сохранившие атмосферу прошлого.",/images/gdov_church.jpg,,,2,2026-04-21 07:15:42.535868+00
246bf1f0-c7c1-4056-86c9-33c9b4d00217,gdovsky,Приозёрные деревни и культурные традиции,"Поселения с уникальной приозёрной атмосферой, народными традициями, ремёслами и историческим укладом жизни.",/images/gdov_villages.jpg,,,4,2026-04-21 07:15:42.535868+00
6982131c-eecc-4c37-a3ab-0002191d2bdd,gdovsky,Чудское озеро,"Крупнейшее озеро региона, известное своей природной красотой, рыболовными местами и историческими событиями, включая Ледовое побоище.",/images/gdov_chudskoye_lake.jpg,27.581848,58.750425,1,2026-04-21 07:15:42.535868+00
097cb521-2057-48cf-83a0-cd0e8e6041cc,kuninsky,Музей-усадьба М. П. Мусоргского,"Музыкально-мемориальный музей Псковской области, филиал Псковского государственного историко-архитектурного и художественного музея-заповедника. Единственный в мире музей, посвящённый жизни и творчеству русского композитора Модеста Петровича Мусоргского. Основан в 1968 году. Размещён в бывшем родовом имении Чириковых, родителей матери Мусоргского, который часто гостил в усадьбе в 1839—1849 годах. В музейном собрании — более 3 тысяч экспонатов.",,31.325801,56.272241,0,2026-04-21 07:28:47.516255+00
559646eb-896a-444d-83aa-4b2d1e55861c,ostrovsky,Цепные мосты,"Два висячих моста в городе Остров Псковской области, памятник строительной техники и архитектуры. Это единственные цепные транспортные мосты середины XIX века, сохранившиеся на территории России.",/images/ostrovsky_village.jpg,28.352470,57.340610,3,2026-04-21 07:15:42.535868+00
e35b9388-4886-46a9-941a-9d16a7aa919c,ostrovsky,Островский собор,"Главный храм района с богатым историческим прошлым, уникальными фресками и архитектурными деталями.",/images/ostrovsky_cathedral.jpg,,,1,2026-04-21 07:15:42.535868+00
e148200a-4e14-4c1c-95cd-0333b7e3a9ca,ostrovsky,Озеро Писарево,"Живописное озеро, популярное для отдыха, рыбалки и прогулок на природе. Обрамлено лесами и деревнями с традиционным укладом.",/images/ostrovsky_lake.jpg,,,2,2026-04-21 07:15:42.535868+00
22df1f6a-e76d-4395-8d09-648059d873cd,ostrovsky,Памятник Герою Советского Союза Клавдии Назаровой,"Руководитель Островской подпольной комсомольской организации, в годы Великой Отечественной войны организовала подпольную комсомольскую группу.",/images/Clavdia_Nazarava.jpg,,,4,2026-04-21 07:15:42.535868+00
d0234125-2914-4bb8-8ebd-b415f179d3e8,ostrovsky,Островская крепость,"Бывшая крепость в городе Остров Псковской области, крупнейшее военно-оборонительное сооружение Древней Руси теперь лишь имеет малую уцелевшую часть.",/images/ostrov__razvaliny_kreposti.jpg,,,0,2026-04-21 07:15:42.535868+00
7d10009d-6845-4408-a305-b9a374f4bc1c,pechorsky,Псково-Печерский монастырь,"История монастыря началась в далёком 1392 году со знаменитых пещер, которые были открыты за 80 лет до основания обители. Это не только место упокоения многих святых, но и уникальный памятник-некрополь, не имеющий аналогов по полноте и сохранности надгробных плит. Псково-Печерский монастырь никогда не закрывался, даже в советский период. Сегодня это одна из самых крупных и известных в стране мужских обителей.",,27.614847,57.810103,0,2026-04-21 07:28:45.547182+00
f2b673bf-129d-452c-a321-20cb9c1dc9e3,pechorsky,Словенские ключи,"Двенадцать источников, образующих каскад водопадов и сливающихся в единую реку, которая тут же впадает в Городищенское озеро. Вода здесь даже в жару ледяная и очень чистая, так как проходит через слои песка и известняка. Источники не замерзают зимой. Ещё одно их название — ключи Двенадцати апостолов. Популярны как природный объект и православная святыня.",,27.859836,57.714559,2,2026-04-21 07:28:46.18873+00
630e1966-79e4-419e-9551-3652bb67b846,pechorsky,Музей-усадьба народа сето,"На протяжении долгих столетий в приграничных районах эстонской и русской земель проживал народ сето. Несмотря на то, что в XVI веке его представители приняли православие, в народной культуре до сих пор помнят языческие ритуалы. Музей-усадьба в деревне Сигово — единственный в России музей сето. Он расположился в подлинной усадьбе семьи Кюлаотс. Экскурсии проводят представители сето из ближайших деревень.",,27.665324,57.711350,3,2026-04-21 07:28:46.510881+00
04b540c7-3cda-4879-a95d-308aa18e23a9,pechorsky,Изборская крепость,"Изборская крепость была построена в 1330 году псковским посадником Шелогой. Сегодня это выдающийся памятник оборонного зодчества Древней Руси. С середины XIV века до начала XVI века крепость выдержала восемь крупных осад. Её особенностью является наличие захабов — длинных узких коридоров. Ещё один уникальный объект крепости — тайный ход к воде: наклонная ступенчатая траншея длиной около 40 метров, перекрытая сводом, ведущая к колодцу-роднику.",,27.860358,57.710060,1,2026-04-21 07:28:45.865898+00
41a033ff-9abe-4c75-953f-646c4e25782e,plussky,Традиционные сельские поселения,"Деревни с характерной архитектурой, спокойным укладом жизни и сохранившимися ремесленными традициями.",/images/plussky_village.jpg,,,3,2026-04-21 07:15:42.535868+00
63213e87-9037-4ab8-8c46-bd23a6f6ac44,plussky,Трутневская пещера,"Уникальный памятник природы, который местные жители называют Пещеркой. Здесь река Кунесть образует глубокий каньон из красного плотного песчаника. Внутри устроен небольшой алтарь. На своде пещеры можно отчётливо рассмотреть слоистые отложения, которым несколько десятков миллионов лет. На стенах видны многочисленные надписи паломников, самая ранняя из которых была сделана в 1888 году. Верующие люди уверены, что вода в источнике неподалёку является целебной.",,27.949623,58.615192,6,2026-04-21 07:28:45.224517+00
3245968b-4d7c-4cd9-9fd1-ccb53273ad1b,plussky,Мемориальный музей-усадьба Н. А. Римского-Корсакова,"Музей композитора Н. А. Римского-Корсакова, расположенный в Плюсском районе Псковской области. Филиал Псковского государственного историко-архитектурного и художественного музея-заповедника.",,29.603021,58.400213,5,2026-04-21 07:28:44.905691+00
88d5823e-c793-43c0-a582-7d725a3bde53,plussky,Краеведческие и культурные мероприятия,"Местные праздники, выставки и культурные события, посвящённые истории, природе и традициям Плюсского района.",/images/plussky_events.jpg,,,4,2026-04-21 07:15:42.535868+00
641f0bdb-6e0a-4868-a1a5-5d034cdc8998,plussky,Река Плюсса,"Одна из самых живописных рек региона, популярная среди рыбаков, каякеров и любителей спокойного отдыха у воды.",/images/plussky_river.jpg,,,0,2026-04-21 07:15:42.535868+00
dfcb1576-f670-487c-a47d-a614c1186aca,plussky,Исторические усадьбы,"Старинные усадебные комплексы и усадебные парки, сохранившие атмосферу прошлых эпох.",/images/plussky_estate.jpg,,,1,2026-04-21 07:15:42.535868+00
1d870dba-f960-4e11-ad32-0416f398e043,plussky,Лесные маршруты и природные зоны,"Обширные леса, грибные и ягодные места, экологические тропы и природные уголки для прогулок и туризма.",/images/plussky_forest.webp,,,2,2026-04-21 07:15:42.535868+00
5dd86fd7-1802-4308-ac28-691c2035ed7a,porhovsky,Порховская крепость,"Памятник русского оборонного зодчества XIII века, расположенный в центре города Порхов на правом берегу реки Шелони. Основана в 1239 году новгородским князем Александром Ярославичем (Невским) как деревянная крепость, позже перестроена в камне. Стены и башни — из местного тёмного известняка, толщина стен до 4,5 м, высота около 7 м. Единственный в России сохранившийся участок стены «допорохового» периода. Выдержала осаду литовского князя Ольгерда (1346), осаду Витовта и множество других нападений.",,29.562620,57.764747,0,2026-04-21 07:28:47.832839+00
8f544df4-a9a2-4321-9e86-52e2c433cf64,pskov,Гремячая башня,"Памятник оборонного зодчества начала XVI века, входящий в комплекс крепостных сооружений древнего Пскова. Расположена на Гремячей горе, на обрывистом правом берегу реки Псковы близ впадения в неё Колокольничьего (Гремячего) ручья.",,28.348851,57.823198,10,2026-04-21 07:28:42.638742+00
ffd65a42-12b6-4204-8d39-d434fe371a7f,pskov,Снетогорский монастырь,"Действующий женский монастырь во Пскове — один из древнейших из ныне существующих псковских монастырей, первое упоминание в летописи относится к XIII веку. Первоначально был мужским. Находится в 5 км от центра Пскова, на высоком правом берегу излучины реки Великой.",,28.263076,57.835100,12,2026-04-21 07:28:43.283029+00
cf169403-506a-446e-8710-78da04768d2e,pskov,Монумент «Ледовое побоище»,"Памятник близ Пскова, посвящённый победе в битве на Чудском озере в 1242 году. Установлен на горе Соколиха в окрестностях Пскова.",,28.270462,57.847697,13,2026-04-21 07:28:43.612536+00
80159b09-4f92-45ab-984f-4025091edd2b,pskov,Троицкий собор,"Главный собор Псковского Кремля с уникальными фресками и древними иконами, хранящий духовное наследие региона.",/images/trinity_cathedral.jpg,,,1,2026-04-21 07:15:42.535868+00
b38ac6ab-b6b6-4190-bb4b-1c3418c00872,pskov,Фестивали и культурные события,"Город регулярно проводит исторические реконструкции, музыкальные и народные фестивали, например связанные с княгиней Ольгой, погружающие в культуру и традиции Пскова.",/images/pskov_festivals.jpg,,,5,2026-04-21 07:15:42.535868+00
a30663f7-bcdd-4419-91ee-c26fef9f1b38,pskov,Набережная реки Великой,"Живописная набережная с историческими зданиями, мостами и уютными прогулочными зонами, популярное место для туристов и жителей.",/images/pskov_naberezhnaya.jpg,,,3,2026-04-21 07:15:42.535868+00
60e6da9f-c3ab-43ec-85bf-7c6040c6d91a,pskov,Поганкины палаты,"Возведённые в конце XVII века, палаты служили домом знатного купеческого рода Поганкиных. Сегодня здание представляет собой музей с экспозицией, рассказывающей о жизни псковичей прошлых эпох, экспозиции произведений живописи и прикладного искусства.",/images/PogankiniPolati.jpg,28.337211,57.811567,4,2026-04-21 07:15:42.535868+00
64e32535-897a-4b77-800a-c4e20978914c,pskov,Псковский Кремль,"Крупнейшая крепость города, памятник архитектуры XII-XVII веков, служившая оборонительным и административным центром. Включает башни и стены с характерными псковскими боевыми элементами.",/images/pskov_kremlin.jpg,28.328481,57.823162,0,2026-04-21 07:15:42.535868+00
1a2b3ae2-c2a3-4c85-8bb5-d71688be5fca,pskov,Спасо-Преображенский собор Мирожского монастыря,"Монастырский комплекс XII века, знаменитый благодаря единственным на Руси по степени сохранности домонгольским фрескам соборного храма. Находится во Пскове, при впадении реки Мирожи (откуда и получил своё название) в реку Великую, в районе, называемом Завеличьем. Входит в объект всемирного наследия «Храмы псковской архитектурной школы» с 2019 года.",/images/mirozhsky_monastery.jpg,28.328821,57.805715,2,2026-04-21 07:15:42.535868+00
c690bedd-8c21-43a9-8973-8c67a15e7a0b,pskov,Псковский драматический театр,"Здание театра было построено в 1906 году по проекту псковского архитектора Эдуарда Гермейера на средства, собранные по подписке с жителей губернии. Сегодня Псковский драмтеатр занимает два здания — полностью отремонтированный «Народный дом» и пристройку площадью почти 3 тыс. кв. м с театральными мастерскими, выставками, кинопоказами, концертами и лекциями. В репертуаре — мировая классика, современные постановки, детские спектакли. С 2021 года театр является филиалом Александринского театра.",,28.339156,57.817019,6,2026-04-21 07:28:41.34915+00
05968c67-5d06-4bd7-bce4-da83c0f41ceb,pskov,Псковский планетарий,"Псковский планетарий расположен в здании XIX века — храме Рождества Богородицы, признанном памятником архитектуры. Здесь размещается зал с телескопами и проекторами. Купол, увенчанный барабаном со шпилем, отлично подошёл для создания проекций космоса и звёздного неба. В программе — несколько десятков познавательных и научно-популярных программ для детей и взрослых.",,28.338490,57.809575,7,2026-04-21 07:28:41.676258+00
2ba541fa-7891-4225-800f-6b677c02354a,pskov,Псковский театр кукол,Первые кукольные спектакли были поставлены в Пскове сразу после Великой Отечественной войны. В 1963 году кукольный театр поселился в доме Батова — архитектурном памятнике начала XX века. Театр участвует в национальных и зарубежных фестивалях. Каждый год ко Дню кукольника артисты проводят мастер-класс для детей.,,28.323886,57.817793,8,2026-04-21 07:28:42.001659+00
a83e703d-5da9-403e-a04a-715ffb23af91,pskov,Ольгинская часовня,Современная православная часовня в Пскове. Расположена на левом берегу реки Великой на перекрёстке Ольгинской набережной и улицы Пароменской. Возведена в память о деяниях великой русской княгини Ольги.,,28.324921,57.819999,9,2026-04-21 07:28:42.321282+00
f4fee411-b15a-4544-a814-ebe774828675,pskov,Памятник княгине Ольге,"Памятник установлен в Детском парке. Представляет собой бронзовую фигуру княгини с мальчиком — внуком князем Владимиром, держащим в руках икону с ликом Христа. В правой руке у Ольги крест — символ Православия; лик княгини увенчан нимбом. Автор — скульптор Вячеслав Клыков. Высота скульптуры и постамента по 4,20 метра.",,28.334972,57.816253,11,2026-04-21 07:28:42.960728+00
54e4d3f3-d7e0-4310-8adc-7f1e6be039bc,pskovsky,Крыпецкий монастырь,"Мужской монастырь Псковской епархии Русской православной церкви, расположенный в Псковском районе Псковской области — в 22 км от Пскова и 7 км от посёлка Крипецкого.",,28.493144,57.990138,5,2026-04-21 07:28:43.931307+00
de8f23e7-15c7-405f-afa6-5aedaecdeecb,pskovsky,Церковь Спаса на Городу,"Историческая церковь XVI века с уникальной архитектурой и фресками, памятник духовного наследия района.",/images/pskovsky_church.jpg,,,0,2026-04-21 07:15:42.535868+00
6002f293-2100-4aee-b2c2-dbd2577c458e,pskovsky,Природные парки и леса,"Живописные лесные массивы и заповедные зоны, популярные для экологического туризма, пеших прогулок и наблюдения за птицами.",/images/pskovsky_nature.jpg,,,1,2026-04-21 07:15:42.535868+00
69bd92f3-db2f-4e52-9d10-3845955e2123,pskovsky,Камень Добряк,"Огромный валун, расположенный неподалёку от деревни Спасовщина, на крутом берегу реки Лочкино. По легенде, Добряк может исполнять желания: для этого нужно обойти камень трижды, поклониться, и, если помыслы чисты, сокровенное сбудется.",/images/Dobrak_Volun4ik.jpg,,,2,2026-04-21 07:15:42.535868+00
a14ef857-dbd5-4986-a918-86e696cfeecc,pskovsky,Старинные усадьбы,"Исторические усадьбы XVIII-XIX веков с уникальной архитектурой и парками, сохранившие атмосферу старой России.",/images/pskovsky_estate.jpg,,,3,2026-04-21 07:15:42.535868+00
aac71808-ab2e-4463-bf1e-309cff8798aa,pskovsky,Реки и водоемы района,"Псковский район богат водными ресурсами: река Великая, извилистая и величественная, течёт через сердце района, предлагая незабываемые прогулки на лодках и рыбалку. Озёра Жижица, Череха и Долгое манят своей красотой и чистой водой, приглашая любителей природы отдохнуть вдали от городской суеты.",/images/pskovsky_rivers.jpg,,,4,2026-04-21 07:15:42.535868+00
d46a8a47-43e6-45ff-8277-027f14b2dccb,pskovsky,Талабские острова,"Архипелаг в Псковском озере состоит из трёх островов — Верхнего, Талабска и Талабца. С древних времён их населяли люди, занимающиеся рыбным промыслом. Природа островов уникальна: на Верхнем обитают редкие певчие дрозды и серые цапли, в северной его части сохранилась сосновая роща. Самый маленький остров Талабец безлюден — отсюда открывается потрясающий вид на воды Псковского озера.",,28.046682,58.007317,6,2026-04-21 07:28:44.260205+00
fd7371cf-7db8-4f4c-a2f2-493b13e6682f,pskovsky,Никандрова пустынь,"Монастырь укрылся в псковских лесах, где в середине XVI века спасался от мирской суеты монах Никандр Пустынножитель. Приходящих к нему больных он омывал водой из лесных родников. Сегодня пустынь знаменита целебными источниками. В одном из них во имя преподобного Александра Свирского вода голубого цвета из-за радона. И зимой, и летом она имеет температуру плюс шесть градусов.",,29.287076,57.815517,7,2026-04-21 07:28:44.582655+00
2487832c-44cc-45a3-9c8d-fc6428a994e1,pushkinogorsky,Музей-усадьба «Михайловское»,"Михайловское — родовое имение матери Александра Пушкина Надежды Ганнибал-Пушкиной, его поэтическая родина и место духовного становления. Сюда поэт возвращался много раз. Центральным зданием усадьбы является дом-музей Пушкина, в котором специалисты по воспоминаниям современников, переписке и произведениям поэта воссоздали его кабинет. Слева расположилась постройка, в которой летом жила няня Арина Родионовна. С окраины Михайловского парка взору предстаёт классический русский пейзаж, воспетый в произведениях Пушкина.",,28.919353,57.060740,0,2026-04-21 07:28:46.882072+00
40eda15b-54e2-4cf3-b4ff-56351bdeb4e7,sebezhsky,Себежский национальный парк,"Парк со всех сторон окружён озёрами, на юге он граничит с Белоруссией, на западе — с Латвией. Главным богатством заповедной территории являются его растительный и животный мир: множество растений, лишайников, мхов, водорослей и грибов, 12 видов из которых занесены в Красную книгу России. Фауна насчитывает 3 тысячи беспозвоночных и 314 видов позвоночных животных, 23 вида — в Красной книге. Для туристов организованы экологические тропы и музейные экспозиции.",,28.445821,56.174634,0,2026-04-21 07:28:47.195593+00
ed0a7858-3aa6-45d0-a204-e7123fa83431,strugo_krasnensky,Военно-исторические памятники,"Мемориальные комплексы и памятные места, связанные с событиями Великой Отечественной войны и местными героями.",/images/strugokras_memorial.jpg,,,2,2026-04-21 07:15:42.535868+00
489d71be-5869-4ce5-8c34-232f52519be2,strugo_krasnensky,Леса и природные маршруты,"Обширные лесные массивы с экологическими тропами, где можно встретить богатое разнообразие флоры и фауны.",/images/strugokras_forest.jpg,,,1,2026-04-21 07:15:42.535868+00
a7756b57-89b3-446c-a941-b05bd691f950,strugo_krasnensky,Озеро Песчаное,"Одно из наиболее живописных озёр района, популярное место для отдыха, рыбалки и семейных прогулок на природе.",/images/strugokras_lake.jpg,,,0,2026-04-21 07:15:42.535868+00
c997a396-df03-4a06-b1fb-9e892dc4d0f6,strugo_krasnensky,Творожковский женский монастырь со Свято-Троицким собором,"Cтаринный православный монастырь, расположенный недалеко от села Творожково в Псковской области. Основан предположительно в XV веке и первоначально являлся мужским монастырем. Главный храм монастыря — Свято-Троицкий собор, возведенный в XVI столетии, считается выдающимся памятником зодчества Русского Севера. Внутри собора сохранились уникальные росписи конца XVII века, выполненные известными мастерами.",/images/WomanSOBOR.webp,,,4,2026-04-21 07:15:42.535868+00
09d668e3-e197-471c-8762-1b6fc1680512,strugo_krasnensky,Традиционные деревни и сельский уклад,"Деревни с деревянной архитектурой, ремёслами и размеренной сельской жизнью — часть культурного наследия района.",/images/strugokras_village.jpg,,,3,2026-04-21 07:15:42.535868+00
006d5221-dc26-4468-a995-9bdd38f7f06e,velikoluksky,Мемориальный музей-усадьба С. В. Ковалевской,"Единственный в России музей, посвящённый первой русской женщине-математику, талантливому писателю и общественному деятелю Софье Васильевне Ковалевской. Объект является филиалом Псковского музея.",,30.402314,56.134283,0,2026-04-21 07:28:48.168515+00